,Unnamed: 0,a-beta
8112,4492,jangkar
8113,4493,jangkau
8114,25227,jangkauan
8115,4494,jangkungan
8116,4495,janin
8117,4496,janjang
8118,4497,janji
8119,4498,jannati
8120,25348,jansen
8121,4499,jantan
8122,4500,jantel
8123,4501,janti
8124,22166,jantung
8125,27841,januar
8126,19467,januardana
8127,17252,januari
8128,4503,japa
8129,27876,japan
8130,16777,japari
8131,27998,japek
8132,4504,jara
8133,4505,jarah
8134,4506,jarak
8135,24773,jaraknya
8136,4507,jaran
8137,22756,jarang
8138,4508,jarang-jarang
8139,4509,jari
8140,4510,jarik
8141,4511,jarimatika
8142,4512,jaring
8143,4513,jaring-jaring
8144,25385,jaringan
8145,4515,jarum
8146,4516,jas
8147,23438,jasa
8148,21173,jasadnya
8149,26278,jasanya
8150,25743,jatah
8151,17318,jateng
8152,25974,jati
8153,23085,jatibarang
8154,25358,jatidiri
8155,19546,jatigede
8156,24282,jatim
8157,27360,jatimakam
8158,16695,jatimbalinus
8159,23612,jatinunggal
8160,25787,jatitujuh
8161,4519,jatuh
8162,15303,jauh
8163,22045,jauhi
8164,21765,java
8165,22285,javasche
8166,27993,javier
8167,4521,jawa
8168,4522,jawab
8169,15306,jawaban
8170,17699,jawabannya
8171,25113,jawabkan
8172,15307,jawabnya
8173,25950,jawara
8174,20971,jawari
8175,4524,jawatan
8176,4525,jawi
8177,4526,jaya
8178,17867,jayabaya
8179,18159,jayakarta
8180,4527,jayastamba
8181,4528,jayawijaya
8182,4529,jayeng
8183,18930,jazuli
8184,27618,jcc
8185,4530,jebat-jebatan
8186,4531,jeblugan
8187,4532,jeda
8188,22121,jeep
8189,27688,jeeplife
8190,24681,jefrianto
8191,4533,jegal-jegalan
8192,4534,jejak
8193,27269,jejaring
8194,4535,jelabir
8195,4536,jelajah
8196,4537,jelak
8197,4538,jelamprang
8198,23030,jelang
8199,4539,jelangkung
8200,15309,jelas
8201,15310,jelaskan
8202,24560,jelaslah
8203,15312,jelasnya
8204,22103,jelasnyasigit
8205,23541,jelata
8206,20782,jeli
8207,24193,jelita
8208,4541,jelujur
8209,4542,jelutung
8210,16667,jemaah
8211,4543,jemaat
8212,20849,jemah
8213,4544,jembatan
8214,16484,jember
8215,18175,jembrana
8216,27342,jemeluk
8217,4545,jempalitan
8218,4546,jempol
8219,22803,jempolnya
8220,21947,jemput
8221,4547,jemputan
8222,4548,jemu
8223,4549,jemuran
8224,4550,jenaka
8225,4551,jenang
8226,4552,jenawi
8227,4553,jenazah
8228,4554,jendal-jendul
8229,16377,jendela
8230,17118,jenderal
8231,4556,jendil
8232,4557,jenggel
8233,4558,jengki
8234,18133,jenis
8235,23619,jenjang
8236,4560,jentik-jentik
8237,4561,jenuh
8238,19394,jeolla
8239,16822,jeollabuk
8240,23699,jeonju
8241,16573,jepang
8242,4563,jepit
8243,4564,jeprat-jepret
8244,4565,jepun
8245,20677,jeram
8246,4566,jerangkang
8247,4567,jerangkong
8248,4568,jerat
8249,4569,jerawat
8250,4570,jerbung
8251,4571,jerih
8252,4572,jerkat
8253,4573,jermal
8254,4574,jerman
8255,4575,jernang
8256,22204,jernih
8257,4577,jerongkang
8258,4578,jerongkong
8259,4579,jeruk
8260,4580,jerum
8261,4581,jerungkung
8262,16102,jet
8263,22811,jetski
8264,18711,jetstar
8265,21261,jetty
8266,4583,jevon
8267,17171,jfc
8268,22336,jiexpo
8269,26569,jijik
8270,15313,jika
8271,15314,jikalau
8272,28060,jilbab
8273,24220,jilbabnya
8274,4584,jilid
8275,24339,jim
8276,19836,jimbaran
8277,17289,jin
8278,26076,jina
8279,4586,jinawi
8280,4587,jinem
8281,20850,jis
8282,4588,jitah
8283,4589,jitu
8284,4590,jiwa
8285,4591,jiwo
8286,21916,jkt
8287,21210,jl
8288,21325,jln
8289,25201,jo
8290,26516,joang
8291,17001,job
8292,4592,jodoh
8293,18144,joel
8294,27234,jogging
8295,20882,jogi
8296,26484,jogja
8297,4593,joglo
8298,4594,joglosemar
8299,24978,johann
8300,23172,johanna
8301,23697,johni
8302,4595,joie
8303,27099,joint
8304,4596,jojoba
8305,20919,joki
8306,15315,joko
8307,22219,jokowi
8308,4597,jolong-jolong
8309,19006,jombor
8310,17756,jong
8311,4598,jonggol
8312,4599,jongjorang
8313,23152,jongkok
8314,27123,jonhi
8315,27678,jono
8316,4600,jotos
8317,4601,jotos-jotosan
8318,19424,journalism
8319,18641,journalist
8320,26963,journey
8321,4602,jovian
8322,21016,jpt
8323,27488,js
8324,17156,jtts
8325,4603,jual
8326,20875,jualan
8327,26725,juan
8328,20245,juanda
8329,20083,juandaarah
8330,17497,juang
8331,20577,juara
8332,4605,jubah
8333,24644,judha
8334,4606,judi
8335,27121,judul
8336,4608,juga
8337,16104,juggling
8338,23766,juhro
8339,4609,juita
8340,4610,jujube
8341,4611,jujur
8342,28189,jukur
8343,4612,jukut
8344,17089,juli
8345,4613,juling
8346,16589,julu
8347,4614,julung-julung
8348,20279,jumat
8349,4615,jumbai-jumbai
8350,4616,jumenengan
8351,15317,jumiang
8352,15318,jumlah
8353,15319,jumlahnya
8354,20480,jumog
8355,4617,jumpa
8356,4618,jumpalitan
8357,4619,jumputan
8358,20424,junction
8359,21668,juncto
8360,4620,jung
8361,4621,jungkal
8362,24198,jungkir
8363,27082,juni
8364,22272,juniada
8365,23675,junior
8366,4623,junta
8367,4624,juntrungan
8368,18349,juragan
8369,4625,jurai
8370,4626,juri
8371,26959,jurnal
8372,18188,jurnalis
8373,4627,jurnalisme
8374,25447,jurnalistik
8375,4628,juru
8376,22824,jurus
8377,4629,jus
8378,28045,justice
8379,23982,justru
8380,27541,jusuf
8381,16706,juta
8382,17249,jutaan
8383,4630,jute
8384,4631,juventute
8385,19080,juwana
8386,23507,k
8387,18120,ka
8388,16788,kab
8389,26784,kabag
8390,20228,kaban
8391,4632,kabang-kabang
8392,23065,kabar
8393,25824,kabareskrim
8394,19016,kabarnya
8395,22974,kabel
8396,23877,kabid
8397,4635,kabihu
8398,4636,kabin
8399,4637,kabinet
8400,4638,kabir
8401,4639,kabir-kabiran
8402,4640,kabisat
8403,4641,kabliah
8404,4642,kabuki
8405,4643,kabul
8406,14682,kabupaten
8407,16560,kabupatenmanggarai
8408,4644,kabur
8409,4645,kabut
8410,21628,kaca
8411,16105,kacamata
8412,20753,kacang
8413,20952,kacangnya
8414,4649,kacapiring
8415,4650,kacapuri
8416,4651,kacau
8417,4652,kacer
8418,4653,kacip
8419,4654,kacong
8420,17633,kadang
8421,4655,kadang-kadang
8422,15322,kadar
8423,4656,kadas
8424,20027,kadatua
8425,21290,kadek
8426,4657,kader
8427,4658,kaderisasi
8428,24448,kadernya
8429,26704,kades
8430,4659,kadim
8431,18883,kadin
8432,26937,kadir
8433,22352,kadis
8434,23941,kadisparbud
8435,23532,kado
8436,4660,kadut
8437,4661,kaetofobia
8438,4662,kafan
8439,4663,kafe
8440,4664,kafeinisme
8441,25073,kafenya
8442,4665,kafir
8443,4666,kaget
8444,4667,kahar
8445,4668,kahrab
8446,23076,kai
8447,21541,kaidah
8448,4669,kaigun
8449,4670,kail
8450,4671,kaimbulawa
8451,16732,kain
8452,4673,kainofobia
8453,27810,kaisiepo
8454,4674,kait
8455,20176,kaitan
8456,23858,kaitannya
8457,19422,kaitem
8458,16449,kajang
8459,24398,kaji
8460,27685,kajian
8461,27350,kak
8462,4676,kakab
8463,4677,kakaban
8464,4678,kakai
8465,18586,kakak
8466,4680,kakaktua
8467,4681,kakap
8468,4682,kakas
8469,16809,kakatua
8470,4683,kaki
8471,4684,kakofonofilia
8472,4685,kaku
8473,15323,kala
8474,4687,kalah
8475,4688,kalam
8476,4689,kalamisani
8477,4690,kalampat
8478,4691,kalang
8479,23553,kalangan
8480,16277,kalapa
8481,18976,kalapanunggal
8482,4692,kalau
8483,15326,kalaulah
8484,15327,kalaupun
8485,4693,kalazogami
8486,4694,kalbu
8487,4695,kaleidoskopis
8488,23550,kalendar
8489,25785,kalender
8490,26679,kaleng
8491,4697,kalero
8492,4698,kali
8493,27178,kalian
8494,27788,kaliasem
8495,26251,kalibawang
8496,19192,kalideres
8497,21334,kaliderespgc
8498,4699,kaliginefobia
8499,28190,kaligrafi
8500,4700,kaligrafis
8501,26117,kalijaga
8502,25977,kalijambe
8503,4701,kalikausar
8504,28008,kalikotes
8505,24433,kalimalang
8506,20146,kalimantan
8507,4703,kalimat
8508,4704,kalimpasingan
8509,25163,kalinya
8510,4705,kalis
8511,4706,kalistenik
8512,4707,kalkopirit
8513,4708,kalkulator
8514,19191,kalla
8515,4709,kalmodulin
8516,17361,kalo
8517,4710,kaloci
8518,4711,kalong
8519,4712,kalongwewe
8520,4713,kalor
8521,4714,kalori
8522,4715,kalsiferol
8523,4716,kalsifobik
8524,4717,kalsinosis
8525,4718,kalsitriol
8526,24975,kalteng
8527,19167,kaltim
8528,4719,kalung
8529,4720,kalunggalu
8530,28160,kalurahan
8531,4721,kama
8532,4722,kamanga
8533,20399,kamar
8534,20276,kamarnya
8535,4724,kambang
8536,24596,kambangan
8537,19095,kamben
8538,20175,kambing
8539,18821,kamboja
8540,18963,kambuh
8541,23970,kamdani
8542,16106,kamera
8543,20866,kami
8544,21249,kamil
8545,15330,kamilah
8546,4727,kamirawaan
8547,25400,kamis
8548,23604,kamp
8549,4728,kampak
8550,17232,kampanye
8551,16337,kampanyekan
8552,4729,kampiun
8553,22018,kampoeng
8554,4730,kampometer
8555,16635,kampung
8556,18582,kampus
8557,26180,kamsul
8558,26094,kamu
8559,15332,kamulah
8560,4732,kamus
8561,4733,kan
8562,4734,kanada
8563,4735,kanal
8564,4736,kanalisasi
8565,4737,kanan
8566,25289,kancah
8567,4738,kancil
8568,4739,kancing
8569,4740,kandang
8570,22157,kandangnya
8571,19598,kandidat
8572,4741,kando
8573,17098,kandung
8574,4743,kandungan
8575,20681,kandungnya
8576,21847,kaneke
8577,26871,kang
8578,22389,kangin
8579,4744,kangkareng
8580,25416,kangkung
8581,4745,kangkurung
8582,16801,kanim
8583,4746,kanjeng
8584,18488,kanjuruhan
8585,4747,kanola
8586,4748,kanonik
8587,17944,kanopi
8588,25625,kans
8589,4749,kanta
8590,4750,kantilever
8591,4751,kantong
8592,16709,kantor
8593,25865,kantornya
8594,20867,kanwil
8595,22708,kaolin
8596,19786,kap
8597,17027,kapabilitas
8598,4753,kapai
8599,4754,kapak
8600,4755,kapal
8601,15334,kapan
8602,24582,kapanewon
8603,15335,kapankah
8604,15336,kapanpun
8605,4756,kapar
8606,4757,kapas
8607,4758,kapasitans
8608,19015,kapasitas
8609,27901,kapasitasnya
8610,4759,kapi
8611,4760,kapiler
8612,4761,kapita
8613,4762,kapital
8614,4763,kapitis
8615,4764,kapitulasi
8616,26987,kapolda
8617,17664,kapolres
8618,27711,kapolresta
8619,21861,kapolri
8620,19566,kapolsek
8621,4765,kaprilat
8622,17211,kapten
8623,4766,kapuk
8624,4767,kapupurapi
8625,15337,kapur
8626,4769,kara
8627,23333,karakter
8628,4771,karakterisasi
8629,4772,karakteristik
8630,4773,karakterologi
8631,26751,karam
8632,27754,karamba
8633,4774,karan
8634,17533,karang
8635,4776,karangan
8636,23082,karanganyar
8637,17835,karangasem
8638,22147,karangasemkab
8639,26157,karangnongko
8640,19485,karangpandan
8641,20167,karangsembung
8642,19970,karangtengah
8643,4778,karangwulu
8644,16108,karanval
8645,18518,karaoke
8646,21562,karaokean
8647,17844,karapan
8648,4779,karat
8649,20007,karawang
8650,26626,karawitan
8651,22385,karbala
8652,4780,karbamat
8653,4781,karbit
8654,4782,karbofobia
8655,4783,karbometer
8656,22269,karbon
8657,4785,karburator
8658,16796,kard
8659,4786,kardemon
8660,4787,kardinal
8661,4788,kardiograf
8662,4789,kardiogram
8663,4790,kardiologi
8664,4791,karekteristik
8665,27496,karena
8666,16945,karenanya
8667,4792,karengga
8668,4793,kareseh-peseh
8669,4794,karet
8670,4795,kargo
8671,16523,kari
8672,23909,karian
8673,23222,kariasa
8674,4796,karib
8675,4797,karier
8676,21064,karimah
8677,19875,karimun
8678,4798,kariogenik
8679,24125,karir
8680,22933,karirnya
8681,20534,karisma
8682,4799,karismatik
8683,24987,karjadi
8684,4800,karkas
8685,4801,karminat
8686,4802,karminatif
8687,16760,karnaval
8688,26381,karnavian
8689,16371,karnival
8690,16443,karno
8691,4803,karnofobia
8692,4804,karo
8693,25604,karoseri
8694,4805,karotenoid
8695,4806,karpal
8696,4807,karpet
8697,4808,karpopodil
8698,4809,karsinogen
8699,22021,karst
8700,20549,kartanegara
8701,17091,kartasasmita
8702,20262,kartasura
8703,18587,kartel
8704,24011,kartini
8705,4810,kartografi
8706,16953,kartohadikusumo
8707,4811,kartu
8708,27804,kartun
8709,24091,kartunya
8710,4812,karun
8711,22185,karung
8712,4813,karya
8713,23328,karyanya
8714,4814,karyasiswa
8715,18245,karyawan
8716,28214,karyawati
8717,23980,karyoto
8718,20043,kas
8719,4816,kasa
8720,4817,kasai
8721,4818,kasar
8722,4819,kasasi
8723,4820,kasat
8724,16750,kasatlantas
8725,4821,kaseinogen
8726,4822,kasekten
8727,25908,kaserangan
8728,4823,kaset
8729,4824,kasi
8730,26654,kasih
8731,17881,kasihan
8732,22775,kasihnya
8733,19661,kasino
8734,26826,kasir
8735,4827,kaskas
8736,4828,kasmaran
8737,4829,kasren
8738,24188,kastil
8739,4830,kastor
8740,4831,kasturi
8741,4832,kasual
8742,4833,kasualisme
8743,4834,kasualitas
8744,19334,kasuari
8745,4835,kasur
8746,15341,kasus
8747,22358,kasusnya
8748,4837,kasut
8749,26013,kat
8750,4838,kata
8751,4839,katagelofobia
8752,4840,katai
8753,4841,katak
8754,15343,katakan
8755,15344,katakanlah
8756,4842,kataklisme
8757,22032,katalis
8758,4844,katalisasi
8759,20464,katalisator
8760,4845,katalistik
8761,4846,katalog
8762,4847,katang-katang
8763,19468,katanya
8764,4848,katapedafobia
8765,4849,katapleksi
8766,4850,katastrofe
8767,4851,katebelece
8768,20847,kategori
8769,4852,kategorial
8770,4853,katekisasi
8771,4854,katekismus
8772,4855,kateter
8773,4856,katik
8774,26398,katolik
8775,4857,katoptrofobia
8776,4858,katun
8777,4859,katup
8778,4860,kaul
8779,23761,kaulinan
8780,16853,kaum
8781,26020,kaus
8782,4863,kausalitas
8783,27847,kawa
8784,16107,kawah
8785,4864,kawak
8786,4865,kawal
8787,4866,kawan
8788,23310,kawasa
8789,17843,kawasan
8790,4868,kawat
8791,21994,kawin
8792,21611,kawiryan
8793,4870,kawung
8794,4871,kaya
8795,19686,kayak
8796,27260,kayaknya
8797,4872,kayan
8798,19217,kayangan
8799,17572,kayanya
8800,16335,kayu
8801,4874,kayuh
8802,23362,kbri
8803,16319,kbs
8804,16669,kcbn
8805,23249,kcl
8806,17511,kd
8807,25760,kdeks
8808,4875,ke
8809,4876,keabsurdan
8810,15347,keadaan
8811,21400,keadilan
8812,21421,keagamaan
8813,19894,keahlian
8814,4879,keaksaraan
8815,4880,keakuratan
8816,4881,kealkalian
8817,4882,keamanahan
8818,20486,keamanan
8819,4884,keambrukan
8820,19088,keanekaragaman
8821,27456,keanggunan
8822,4886,keangkatan
8823,4887,keangkeran
8824,4888,keangkuhan
8825,4889,kearab-araban
8826,27376,kearifan
8827,21590,keas
8828,19607,keasliannya
8829,15348,keasrian
8830,4890,keastronomian
8831,4891,keayahbundaan
8832,4892,kebablasan
8833,4893,kebadungan
8834,27322,kebahagiaan
8835,19434,kebahagian
8836,4894,kebaharian
8837,4895,kebahasaan
8838,26924,kebaikan
8839,22994,kebakaran
8840,27798,kebandarudaraan
8841,4896,kebanditan
8842,4897,kebangetan
8843,27203,kebanggaan
8844,21776,kebanggaannya
8845,22871,kebangkitan
8846,4899,kebangsaan
8847,4900,kebangsawanan
8848,4901,kebangunan
8849,4902,kebanjiran
8850,4903,kebanyakan
8851,4904,kebat
8852,4905,kebata-bataan
8853,17434,kebaya
8854,4906,kebayan
8855,18065,kebayang
8856,4907,kebayi-bayian
8857,4908,kebebangan
8858,18272,kebebasan
8859,18013,kebenaran
8860,4909,kebendaan
8861,4910,kebenderangan
8862,4911,kebengisan
8863,4912,kebeningan
8864,23554,keberadaan
8865,26857,keberadaannya
8866,18267,keberagaman
8867,4914,keberahian
8868,4915,keberaksaraan
8869,4916,keberangkatan
8870,4917,keberanian
8871,28229,keberatan
8872,4918,keberengsekan
8873,25120,keberhasilan
8874,16824,keberkahan
8875,4919,keberkatan
8876,23669,keberlangsungan
8877,4920,keberlanjutan
8878,24873,keberlanjutanprogram
8879,20884,kebermanfaatan
8880,26877,kebersamaan
8881,4921,kebersihan
8882,23452,kebersihannya
8883,4922,keberterimaan
8884,4923,keberuntungan
8885,28194,kebesaran
8886,17369,kebetulan
8887,18689,kebhinekaan
8888,4924,kebiadaban
8889,21791,kebiasaan
8890,21101,kebijakan
8891,18763,kebijakannya
8892,4925,kebijaksanaan
8893,4926,kebilangan
8894,4927,kebinasaan
8895,4928,kebinekaan
8896,4929,kebiru-biruan
8897,19688,kebisingan
8898,4931,keblangsak
8899,22195,kebo
8900,4932,kebobrokan
8901,4933,kebohongan
8902,18283,kebon
8903,23918,kebonsari
8904,4934,kebrutalan
8905,27462,kebudayaan
8906,20294,kebugaran
8907,4936,kebujangan
8908,4937,kebul
8909,19853,kebumen
8910,4938,kebun
8911,4939,kebut-kebutan
8912,4940,kebutawarnaan
8913,21076,kebutuhan
8914,22403,kecakapannya
8915,4941,kecalingan
8916,14689,kecamatan
8917,17725,kecamatannya
8918,4943,kecambah
8919,22212,kecanggihan
8920,4944,kecantasan
8921,4945,kecantikan
8922,17524,kecantikannya
8923,4946,kecap
8924,4947,kecederaan
8925,4948,kecek
8926,4949,kecekungan
8927,4950,kecelakaan
8928,4951,kecemerlangan
8929,4952,kecenderungan
8930,4953,kecentilan
8931,4954,kecepai
8932,16257,kecepatan
8933,4955,keceplosan
8934,4956,kecerdasan
8935,4957,kecerdikan
8936,4958,kecergasan
8937,19381,keceriaan
8938,17592,kecermatan
8939,26384,kecewa
8940,4960,kecibeling
8941,4961,kecik
8942,28098,kecil
8943,4963,kecil-kecilan
8944,24151,kecilnya
8945,4964,kecimpring
8946,27380,kecintaan
8947,24601,kecipratan
8948,4966,kecoak
8949,21772,kecokelatan
8950,20972,kecoklatan
8951,4967,kecolongan
8952,4968,kecombrang
8953,19130,kecuali
8954,4969,kecubung
8955,4970,kecurangan
8956,4971,kecurigaan
8957,4972,kecut
8958,4973,kedaerahan
8959,4974,kedahuluan
8960,4975,kedai
8961,4976,kedak
8962,18031,kedamaian
8963,25864,kedatangan
8964,4978,kedaton
8965,4979,kedaulatan
8966,23410,kedekatan
8967,24314,kedekatannya
8968,21468,kedelai
8969,27230,kedelapan
8970,4981,kedemplung
8971,4982,kedendaman
8972,4983,kedengaran
8973,4984,kedengkang
8974,4985,kedengkian
8975,4986,kedengkung
8976,20686,kedepannya
8977,4987,kedesa-desaan
8978,4988,kedewasaan
8979,4989,kedewataan
8980,16246,kediaman
8981,16900,kediamannya
8982,4990,kedinginan
8983,17855,kediri
8984,4991,kedokteran
8985,4992,kedongdong
8986,15352,kedua
8987,15353,keduanya
8988,20512,kedubes
8989,19034,kedudukan
8990,17370,kedutaan
8991,4993,kedwibahasaan
8992,4994,kedwifungsian
8993,4995,keekabahasaan
8994,4996,keeksentrikan
8995,4997,keeksklusifan
8996,4998,keeleganan
8997,4999,keemasan
8998,5000,keemiratan
8999,21438,keempat
9000,26818,keenam
9001,5001,keenergian
9002,5002,keengganan
9003,19642,keesokan
9004,5003,kefaedahan
9005,5004,kefamilian
9006,5005,kefrustrasian
9007,27059,kegagalan
9008,5006,kegairahan
9009,5007,kegamangan
9010,5008,keganjilan
9011,5009,kegarangan
9012,23439,kegelisahan
9013,5010,kegelitaan
9014,23967,kegembiraan
9015,5011,kegemparan
9016,5012,kegenangan
9017,5013,kegendutan
9018,5014,kegenialan
9019,5015,kegeniusan
9020,5016,kegentaran
9021,5017,kegerejaan
9022,22859,kegiatan
9023,20163,kegiatannya
9024,5018,kegila-gilaan
9025,5019,kegirangan
9026,5020,keglamoran
9027,5021,kegoblokan
9028,5022,kegoyangan
9029,5023,kegulanaan
9030,22053,kegunaannya
9031,5024,kegundahan
9032,5025,kegunungapian
9033,17596,kehadiran
9034,5026,kehambaran
9035,5027,kehancuran
9036,5028,kehangatan
9037,5029,kehangusan
9038,5030,kehantaran
9039,5031,kehasratan
9040,5032,kehati-hatian
9041,18356,kehendak
9042,5033,keheningan
9043,5034,keheroikan
9044,5035,keheterogenan
9045,15354,kehi
9046,27469,kehidupan
9047,20267,kehijauan
9048,19314,kehilangan
